#Module 	 Chip 	 Chn 	 Mean 	 MeanError
6	158	31	255.309	5.29122
6	158	32	263.541	5.2183
6	158	33	268.378	5.25741
6	158	34	271.156	5.3247
6	158	35	255.291	4.98709
6	159	0	288.294	4.76921
6	159	1	268.28	4.24755
6	159	2	258.534	4.05381
6	159	3	262.595	4.2628
6	159	4	284.894	4.63459
6	159	5	282.835	4.47255
6	159	6	269.047	4.2729
6	159	7	275.031	5.1309
6	159	8	279.226	5.92588
6	159	9	281.602	5.12931
6	159	10	287.298	5.41172
6	159	11	291.897	5.26197
6	159	12	280.409	4.26346
6	159	13	291.345	5.2368
6	159	14	282.758	4.69855
6	159	15	298.153	6.33984
6	159	16	288.856	5.46614
6	159	17	291.697	5.34684
6	159	18	277.313	4.37996
6	159	19	279.083	5.3915
6	159	20	300.39	6.3472
6	159	21	279.184	5.39379
6	159	22	284.336	5.3774
6	159	23	290.861	4.81607
6	159	24	291.185	5.05066
6	159	25	286.929	5.5962
6	159	26	297.586	5.81338
6	159	27	281.573	4.63757
6	159	28	282.069	4.41905
6	159	29	290.462	4.97579
6	159	30	278.194	4.75915
6	159	31	284.027	4.56041
6	159	32	281.112	5.02932
6	159	33	282.6	4.66087
6	159	34	280.01	4.48824
6	159	35	276.343	4.83561
6	160	0	255.494	4.0101
6	160	1	251.671	3.84433
6	160	2	249.032	3.82691
6	160	3	261.366	4.0234
6	160	4	256.151	4.01155
6	160	5	259.804	3.93271
6	160	6	264.903	4.30764
6	160	7	258.414	4.06471
6	160	8	265.278	4.26233
6	160	9	265.343	4.34377
6	160	10	263.42	4.02363
6	160	11	264.488	4.1596
6	160	12	271.93	4.31527
6	160	13	266.405	4.42609
6	160	14	264.502	4.43505
6	160	15	258.34	3.91779
6	160	16	272.328	4.15535
6	160	17	264.501	4.07299
6	160	18	267.151	4.44738
6	160	19	276.509	4.59634
6	160	20	262.314	4.15615
6	160	21	275.249	4.573
6	160	22	254.905	3.87507
6	160	23	262.492	4.08794
6	160	24	280.063	4.27588
6	160	25	263.051	4.37959
6	160	26	276.465	4.53195
6	160	27	263.585	4.10014
6	160	28	270.924	4.36607
6	160	29	273.251	4.38559
6	160	30	270.069	4.50203
6	160	31	276.684	5.25595
6	160	32	264.118	4.71595
6	160	33	272.051	4.58758
6	160	34	272.012	4.94452
6	160	35	267.361	4.10432
5	161	0	243.685	2.05922
5	161	1	253.941	1.95052
